Destination,State,Terrain,Remoteness_1to5,Area_Risk_Level,Num_People,Time_of_Visit,Mode_of_Travel,Age,Gender,Purpose,Inside_Restricted_Zone,Weather,Connectivity,Distance_to_Safe_Zone_km,Distance_to_High_Risk_Zone_km,Risk_Score,Safety_Score
Aizawl,Mizoram,City,1,Low,5,Night,Bus,46+,Female,Sightseeing,0,Clear,Good,0.97,1.36,0.302,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,1.79,2.28,0.399,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Cab,18-25,Female,Sightseeing,0,Rain,Good,2.52,2.74,0.254,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Day,Bus,26-35,Male,Trekking,0,Fog,Good,1.22,0.62,0.24,Low
Aizawl,Mizoram,City,1,Low,5,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,2.33,1.91,0.365,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Bus,46+,Female,Trekking,1,Clear,Good,2.03,1.59,0.593,High
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Cab,26-35,Male,Night Stay,0,Clear,Poor,5.39,0.36,0.91,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,5,Day,Cab,46+,Female,Sightseeing,0,Fog,Poor,11.41,0.9,0.747,High
Manas National Park,Assam,Wildlife,4,High,5,Day,Cab,36-45,Female,Trekking,1,Clear,Poor,11.55,0.73,0.909,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Cab,36-45,Female,Trekking,0,Clear,Good,1.23,2.62,0.194,Low
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Cab,46+,Female,Sightseeing,0,Rain,Poor,8.38,0.97,0.755,Extreme
Manas National Park,Assam,Wildlife,4,High,3,Day,Cab,46+,Female,Pilgrimage,0,Rain,Poor,5.43,0.69,0.785,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Night,Bus,18-25,Male,Night Stay,0,Clear,Moderate,4.36,1.39,0.604,High
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Cab,36-45,Male,Night Stay,0,Clear,Good,2.02,2.45,0.396,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Night,Cab,26-35,Male,Night Stay,0,Rain,Good,1.68,1.3,0.456,Medium
Sandakphu,West Bengal,Trek Peak,4,High,4,Day,Cab,18-25,Female,Sightseeing,0,Clear,Poor,9.15,0.21,0.666,High
Gangtok,Sikkim,City,1,Low,4,Night,Bus,18-25,Male,Night Stay,0,Rain,Good,2.34,0.74,0.447,Medium
Gangtok,Sikkim,City,1,Low,5,Day,Bus,46+,Female,Trekking,0,Clear,Good,2.55,0.51,0.151,Low
Kaziranga National Park,Assam,Wildlife,4,High,2,Night,Cab,36-45,Female,Night Stay,0,Rain,Poor,6.74,1.39,1,Extreme
Majuli Island,Assam,Island,3,Medium,4,Day,Cab,18-25,Male,Pilgrimage,0,Rain,Moderate,2.95,1.06,0.468,Medium
Gangtok,Sikkim,City,1,Low,3,Day,Trekking,18-25,Female,Sightseeing,0,Clear,Good,2.93,1.46,0.288,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Day,Bus,26-35,Male,Night Stay,0,Rain,Good,2.96,1.25,0.267,Medium
Manas National Park,Assam,Wildlife,4,High,4,Night,Bus,46+,Female,Sightseeing,0,Fog,Poor,5.3,0.34,0.909,Extreme
Majuli Island,Assam,Island,3,Medium,2,Day,Bus,36-45,Male,Sightseeing,0,Clear,Moderate,3.51,0.42,0.394,Medium
Manas National Park,Assam,Wildlife,4,High,3,Day,Cab,36-45,Male,Pilgrimage,0,Clear,Poor,7.82,0.51,0.712,High
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Night,Cab,26-35,Male,Night Stay,0,Clear,Moderate,5.81,1.04,0.679,High
Manas National Park,Assam,Wildlife,4,High,4,Day,Bus,26-35,Male,Sightseeing,1,Clear,Poor,9.32,0.57,0.853,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,5,Day,Bus,46+,Female,Trekking,0,Clear,Poor,7.63,0.1,0.66,High
Aizawl,Mizoram,City,1,Low,2,Day,Trekking,18-25,Female,Sightseeing,0,Clear,Good,1.04,1.47,0.263,Medium
Manas National Park,Assam,Wildlife,4,High,4,Day,Cab,46+,Male,Sightseeing,0,Clear,Poor,5.9,0.84,0.674,High
Tripura Sundari Temple,Tripura,Temple,1,Low,1,Day,Trekking,36-45,Male,Sightseeing,0,Clear,Good,0.91,2.51,0.311,Medium
Imphal,Manipur,City,1,Low,4,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,1.43,1.67,0.383,Medium
Kamakhya Temple,Assam,Temple,1,Low,2,Day,Bike,26-35,Female,Sightseeing,1,Fog,Good,2.66,1.66,0.558,High
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,36-45,Female,Night Stay,1,Clear,Poor,10.23,1.45,1,Extreme
Kohima,Nagaland,City,1,Low,4,Day,Bus,26-35,Male,Sightseeing,0,Clear,Good,1.47,2.07,0.119,Low
Nathula Pass,Sikkim,High Pass,5,High,3,Day,Trekking,36-45,Female,Pilgrimage,1,Clear,Poor,8.45,0.79,1,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,26-35,Female,Sightseeing,0,Rain,Poor,8.13,0.51,0.702,High
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Night,Cab,46+,Male,Trekking,0,Clear,Good,0.57,1.44,0.397,Medium
Darjeeling,West Bengal,Hill Town,2,Low,4,Day,Bus,26-35,Male,Pilgrimage,0,Clear,Good,1.6,0.65,0.135,Low
Majuli Island,Assam,Island,3,Medium,3,Night,Cab,26-35,Male,Night Stay,0,Clear,Moderate,5.87,1.88,0.672,High
Kohima,Nagaland,City,1,Low,5,Day,Cab,46+,Male,Night Stay,0,Clear,Good,2.11,1.81,0.175,Low
Nathula Pass,Sikkim,High Pass,5,High,3,Night,Bus,46+,Male,Pilgrimage,1,Clear,Poor,7.26,0.95,1,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,46+,Male,Night Stay,0,Clear,Good,2.37,1.7,0.198,Low
Gangtok,Sikkim,City,1,Low,4,Day,Cab,26-35,Male,Sightseeing,0,Rain,Good,1.1,0.97,0.223,Low
Sandakphu,West Bengal,Trek Peak,4,High,4,Night,Bus,26-35,Male,Trekking,1,Clear,Poor,11.08,1.39,1,Extreme
Aizawl,Mizoram,City,1,Low,3,Day,Bike,46+,Female,Trekking,0,Clear,Good,2.27,1.06,0.315,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Day,Bus,18-25,Male,Trekking,0,Clear,Good,0.5,1.56,0.189,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Day,Cab,36-45,Female,Trekking,0,Clear,Moderate,4.1,2.25,0.49,Medium
Kohima,Nagaland,City,1,Low,5,Night,Bus,36-45,Male,Night Stay,0,Clear,Good,2.79,1.61,0.368,Medium
Majuli Island,Assam,Island,3,Medium,1,Day,Trekking,26-35,Male,Sightseeing,0,Clear,Moderate,2.98,1.75,0.583,High
Shillong,Meghalaya,Hill City,2,Low,4,Day,Cab,26-35,Female,Pilgrimage,0,Clear,Good,2.31,2.25,0.18,Low
Nathula Pass,Sikkim,High Pass,5,High,1,Day,Trekking,46+,Male,Pilgrimage,1,Clear,Poor,5.24,0.96,1,Extreme
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Bus,26-35,Female,Sightseeing,0,Clear,Poor,10.1,0.29,0.654,High
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Bus,46+,Female,Trekking,0,Clear,Good,2.6,1.57,0.192,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Cab,46+,Male,Night Stay,0,Rain,Poor,10.57,1.42,1,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Good,1.97,2.43,0.154,Low
Gangtok,Sikkim,City,1,Low,1,Day,Cab,18-25,Female,Pilgrimage,0,Rain,Good,0.54,1.21,0.301,Medium
Shillong,Meghalaya,Hill City,2,Low,3,Day,Cab,46+,Female,Night Stay,0,Clear,Good,2.73,0.75,0.26,Medium
Majuli Island,Assam,Island,3,Medium,4,Night,Bus,18-25,Female,Night Stay,1,Clear,Moderate,2.29,1.78,0.827,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Night,Cab,26-35,Male,Night Stay,0,Clear,Moderate,2.65,1.11,0.615,High
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Trekking,18-25,Male,Trekking,0,Rain,Poor,7.31,0.87,0.918,Extreme
Manas National Park,Assam,Wildlife,4,High,5,Day,Cab,46+,Male,Trekking,0,Clear,Poor,8.27,1.47,0.735,High
Gangtok,Sikkim,City,1,Low,4,Night,Cab,46+,Male,Night Stay,0,Clear,Good,2.49,0.98,0.382,Medium
Kaziranga National Park,Assam,Wildlife,4,High,4,Day,Cab,46+,Male,Trekking,1,Clear,Poor,11.16,0.68,0.928,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Cab,46+,Female,Night Stay,0,Fog,Good,1.19,1.75,0.451,Medium
Kohima,Nagaland,City,1,Low,4,Night,Bus,36-45,Female,Pilgrimage,0,Clear,Good,1.19,0.52,0.309,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Bus,26-35,Female,Sightseeing,0,Rain,Good,0.88,2.73,0.202,Low
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,36-45,Male,Trekking,0,Clear,Poor,8.74,0.7,0.88,Extreme
Kohima,Nagaland,City,1,Low,4,Night,Bus,46+,Male,Sightseeing,1,Clear,Good,2.06,2.52,0.552,High
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Bus,18-25,Male,Sightseeing,0,Clear,Good,1.84,0.58,0.11,Low
Majuli Island,Assam,Island,3,Medium,5,Day,Bus,26-35,Female,Sightseeing,0,Fog,Moderate,4.39,2.2,0.44,Medium
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,26-35,Female,Night Stay,0,Clear,Poor,9.27,0.84,0.911,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Cab,26-35,Female,Pilgrimage,0,Clear,Good,0.54,1.3,0.164,Low
Gangtok,Sikkim,City,1,Low,2,Night,Cab,18-25,Female,Sightseeing,0,Rain,Good,1.13,0.87,0.459,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,3,Day,Bike,18-25,Female,Trekking,1,Clear,Poor,6.34,0.54,1,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,4,Night,Cab,46+,Female,Night Stay,0,Clear,Good,0.78,1.27,0.414,Medium
Gangtok,Sikkim,City,1,Low,4,Day,Bus,26-35,Male,Sightseeing,0,Clear,Good,2.47,1.8,0.131,Low
Gangtok,Sikkim,City,1,Low,3,Night,Cab,18-25,Female,Trekking,0,Rain,Good,0.58,2.11,0.499,Medium
Gangtok,Sikkim,City,1,Low,5,Day,Bus,26-35,Female,Pilgrimage,0,Clear,Good,2.96,0.98,0.101,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Day,Cab,18-25,Female,Sightseeing,0,Clear,Good,1.67,1.75,0.142,Low
Aizawl,Mizoram,City,1,Low,4,Night,Cab,36-45,Female,Night Stay,0,Clear,Good,2.82,1.09,0.381,Medium
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,18-25,Female,Sightseeing,0,Rain,Poor,9.01,0.15,0.927,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,2,Night,Trekking,36-45,Female,Pilgrimage,0,Rain,Good,2.96,1.95,0.547,High
Darjeeling,West Bengal,Hill Town,2,Low,3,Night,Cab,46+,Female,Night Stay,0,Clear,Good,2.66,1.85,0.476,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Cab,46+,Male,Night Stay,0,Clear,Good,1.26,1.77,0.412,Medium
Aizawl,Mizoram,City,1,Low,4,Day,Bus,26-35,Female,Trekking,0,Clear,Good,0.56,0.89,0.161,Low
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,26-35,Male,Pilgrimage,0,Clear,Moderate,4.41,1.65,0.362,Medium
Kamakhya Temple,Assam,Temple,1,Low,4,Day,Cab,26-35,Female,Sightseeing,0,Clear,Good,1.72,2.79,0.167,Low
Manas National Park,Assam,Wildlife,4,High,5,Day,Cab,18-25,Male,Pilgrimage,0,Rain,Poor,6.01,0.87,0.718,High
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Bike,36-45,Female,Sightseeing,0,Rain,Good,1.65,2.04,0.37,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,26-35,Female,Night Stay,1,Rain,Poor,5.71,0.34,0.998,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Day,Cab,18-25,Female,Night Stay,0,Clear,Good,2.19,0.58,0.2,Low
Sandakphu,West Bengal,Trek Peak,4,High,3,Night,Bus,26-35,Female,Night Stay,1,Rain,Poor,5.53,0.19,1,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,26-35,Male,Night Stay,0,Rain,Good,1.31,2.38,0.251,Medium
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,18-25,Female,Pilgrimage,1,Rain,Moderate,4.56,0.9,0.642,High
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Good,2.97,2.55,0.135,Low
Nathula Pass,Sikkim,High Pass,5,High,3,Day,Trekking,18-25,Male,Pilgrimage,1,Rain,Poor,8.49,1.03,1,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,5,Day,Bus,36-45,Female,Trekking,0,Clear,Poor,5.73,0.65,0.685,High
Manas National Park,Assam,Wildlife,4,High,4,Night,Cab,26-35,Male,Night Stay,0,Clear,Poor,11.97,0.42,0.928,Extreme
Imphal,Manipur,City,1,Low,4,Night,Cab,18-25,Female,Night Stay,1,Clear,Good,1.67,1.02,0.584,High
Sandakphu,West Bengal,Trek Peak,4,High,5,Day,Cab,36-45,Female,Trekking,0,Clear,Poor,6.98,0.22,0.688,High
Kamakhya Temple,Assam,Temple,1,Low,1,Day,Trekking,46+,Male,Pilgrimage,0,Clear,Good,1.78,0.74,0.299,Medium
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,18-25,Male,Night Stay,0,Clear,Poor,9.94,0.46,0.932,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,36-45,Male,Trekking,0,Fog,Good,2.16,2.99,0.272,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Night,Bus,26-35,Female,Night Stay,0,Clear,Poor,7.69,1.25,0.907,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,2,Day,Bike,46+,Female,Pilgrimage,0,Fog,Good,2.88,0.5,0.339,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,2,Day,Bus,36-45,Male,Sightseeing,1,Clear,Poor,9.89,0.41,0.925,Extreme
Majuli Island,Assam,Island,3,Medium,4,Night,Bus,26-35,Female,Pilgrimage,0,Clear,Moderate,2.06,1.29,0.546,High
Shillong,Meghalaya,Hill City,2,Low,2,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Good,2.44,1.38,0.2,Low
Imphal,Manipur,City,1,Low,5,Day,Bus,46+,Female,Trekking,0,Clear,Good,1.12,2.38,0.142,Low
Imphal,Manipur,City,1,Low,5,Day,Bus,46+,Female,Night Stay,0,Rain,Good,1.44,2.7,0.236,Low
Manas National Park,Assam,Wildlife,4,High,1,Day,Cab,18-25,Male,Night Stay,1,Rain,Poor,10.1,1.47,1,Extreme
Gangtok,Sikkim,City,1,Low,4,Day,Cab,36-45,Female,Pilgrimage,0,Clear,Good,0.5,1.67,0.129,Low
Gangtok,Sikkim,City,1,Low,5,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Good,1.95,0.99,0.084,Low
Darjeeling,West Bengal,Hill Town,2,Low,2,Night,Cab,46+,Female,Trekking,1,Clear,Good,1.31,1.11,0.645,High
Kamakhya Temple,Assam,Temple,1,Low,4,Day,Cab,26-35,Male,Night Stay,0,Clear,Good,2.91,0.71,0.175,Low
Majuli Island,Assam,Island,3,Medium,4,Day,Bus,18-25,Female,Trekking,1,Clear,Moderate,5.2,1.32,0.631,High
Kamakhya Temple,Assam,Temple,1,Low,4,Day,Cab,18-25,Female,Night Stay,0,Rain,Good,1.52,1.87,0.262,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Cab,26-35,Male,Sightseeing,0,Clear,Good,1.51,0.63,0.121,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Night,Bus,36-45,Female,Sightseeing,0,Clear,Good,0.74,1.22,0.292,Medium
Sandakphu,West Bengal,Trek Peak,4,High,2,Night,Trekking,18-25,Male,Night Stay,1,Clear,Poor,5.67,1.3,1,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Day,Trekking,26-35,Male,Trekking,0,Clear,Good,2.94,0.83,0.335,Medium
Aizawl,Mizoram,City,1,Low,5,Day,Cab,26-35,Male,Sightseeing,0,Clear,Good,0.78,1.02,0.102,Low
Kamakhya Temple,Assam,Temple,1,Low,4,Day,Cab,26-35,Male,Trekking,0,Clear,Good,1.04,1.11,0.18,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Bike,36-45,Female,Trekking,0,Clear,Good,2.51,2.02,0.313,Medium
Gangtok,Sikkim,City,1,Low,3,Day,Bus,46+,Female,Trekking,0,Clear,Good,1.39,1.59,0.21,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Bus,36-45,Female,Trekking,0,Fog,Poor,5.64,1.06,0.988,Extreme
Aizawl,Mizoram,City,1,Low,3,Day,Bike,36-45,Female,Sightseeing,0,Clear,Good,1.42,1.12,0.251,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Cab,46+,Female,Sightseeing,0,Clear,Good,2.62,2.24,0.201,Low
Gangtok,Sikkim,City,1,Low,5,Night,Bus,46+,Female,Night Stay,0,Rain,Good,2.25,1.52,0.452,Medium
Kohima,Nagaland,City,1,Low,3,Night,Bike,26-35,Male,Night Stay,0,Clear,Good,1.98,1.24,0.506,High
Darjeeling,West Bengal,Hill Town,2,Low,3,Day,Bus,46+,Male,Trekking,0,Clear,Good,1.32,2.37,0.243,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Trekking,18-25,Female,Trekking,0,Rain,Good,2.38,2.4,0.399,Medium
Kamakhya Temple,Assam,Temple,1,Low,2,Night,Bus,36-45,Male,Sightseeing,0,Clear,Good,0.72,1.11,0.333,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Day,Cab,46+,Male,Pilgrimage,0,Rain,Good,1.18,2.03,0.255,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Cab,26-35,Female,Night Stay,0,Rain,Poor,7.79,0.38,0.794,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Night,Cab,46+,Male,Night Stay,0,Rain,Good,2.08,1.47,0.479,Medium
Aizawl,Mizoram,City,1,Low,4,Day,Bus,26-35,Male,Sightseeing,0,Clear,Good,2.08,1.25,0.136,Low
Gangtok,Sikkim,City,1,Low,5,Day,Bus,18-25,Male,Trekking,0,Clear,Good,1.65,2.05,0.166,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Cab,26-35,Male,Night Stay,0,Rain,Good,0.77,1.37,0.279,Medium
Aizawl,Mizoram,City,1,Low,5,Day,Bus,26-35,Female,Sightseeing,0,Clear,Good,1.18,1.69,0.116,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,1,Night,Bike,36-45,Male,Night Stay,0,Rain,Good,2.32,2.89,0.95,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Day,Bus,18-25,Male,Night Stay,0,Clear,Good,1.95,2.28,0.176,Low
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,18-25,Female,Trekking,0,Clear,Poor,7.92,0.68,0.703,High
Manas National Park,Assam,Wildlife,4,High,3,Day,Bike,18-25,Male,Trekking,1,Clear,Poor,8.51,1.14,1,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Night,Trekking,18-25,Male,Night Stay,0,Fog,Good,2.18,1.71,0.622,High
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Day,Trekking,46+,Male,Sightseeing,0,Rain,Good,2.48,0.79,0.392,Medium
Kamakhya Temple,Assam,Temple,1,Low,3,Day,Cab,36-45,Male,Trekking,0,Clear,Good,2.83,1.89,0.225,Low
Kamakhya Temple,Assam,Temple,1,Low,3,Night,Cab,26-35,Female,Night Stay,0,Clear,Good,2.02,2.92,0.44,Medium
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Bus,46+,Female,Pilgrimage,0,Clear,Poor,5.26,0.99,0.695,High
Aizawl,Mizoram,City,1,Low,3,Day,Trekking,18-25,Female,Trekking,0,Fog,Good,0.69,1.09,0.363,Medium
Manas National Park,Assam,Wildlife,4,High,4,Day,Bus,46+,Female,Trekking,1,Rain,Poor,6.17,0.55,0.976,Extreme
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Cab,18-25,Male,Trekking,1,Clear,Poor,9.95,0.92,0.953,Extreme
Imphal,Manipur,City,1,Low,4,Night,Bus,46+,Female,Night Stay,0,Fog,Good,0.58,0.76,0.429,Medium
Kohima,Nagaland,City,1,Low,5,Night,Bus,46+,Female,Night Stay,0,Rain,Good,1.76,2.72,0.433,Medium
Majuli Island,Assam,Island,3,Medium,4,Day,Bus,46+,Male,Pilgrimage,0,Clear,Moderate,3.04,2.21,0.384,Medium
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,36-45,Female,Sightseeing,0,Clear,Moderate,5.82,1.17,0.362,Medium
Darjeeling,West Bengal,Hill Town,2,Low,5,Night,Bus,18-25,Male,Sightseeing,0,Fog,Good,0.65,1.18,0.395,Medium
Sandakphu,West Bengal,Trek Peak,4,High,4,Day,Bus,26-35,Male,Sightseeing,1,Clear,Poor,7.46,1.21,0.849,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Day,Bike,26-35,Male,Trekking,0,Fog,Good,0.89,0.98,0.408,Medium
Nathula Pass,Sikkim,High Pass,5,High,2,Night,Trekking,18-25,Male,Night Stay,0,Rain,Poor,10.62,0.42,1,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Bus,26-35,Female,Sightseeing,0,Clear,Good,2.45,1.61,0.319,Medium
Shillong,Meghalaya,Hill City,2,Low,2,Night,Trekking,18-25,Female,Night Stay,0,Rain,Good,1.89,0.6,0.626,High
Kaziranga National Park,Assam,Wildlife,4,High,1,Day,Bike,26-35,Male,Sightseeing,0,Clear,Poor,9.99,0.56,0.87,Extreme
Shillong,Meghalaya,Hill City,2,Low,4,Night,Bus,18-25,Female,Night Stay,0,Clear,Good,2.07,1.88,0.415,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Cab,18-25,Female,Trekking,0,Clear,Poor,11.78,1.04,0.762,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,26-35,Male,Trekking,0,Rain,Good,2.83,2.76,0.268,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Night,Cab,36-45,Female,Night Stay,0,Clear,Poor,7.14,1.18,0.899,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,46+,Female,Sightseeing,0,Clear,Poor,8.8,0.12,0.617,High
Kohima,Nagaland,City,1,Low,3,Night,Cab,46+,Female,Trekking,0,Clear,Good,0.71,1.3,0.4,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Bus,46+,Male,Night Stay,1,Clear,Poor,5.14,0.49,1,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Night,Cab,46+,Female,Night Stay,0,Clear,Moderate,3.29,2.22,0.67,High
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Night,Cab,26-35,Male,Night Stay,0,Clear,Moderate,3.1,1.25,0.652,High
Kohima,Nagaland,City,1,Low,5,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Good,2.61,1.96,0.1,Low
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Cab,46+,Male,Trekking,0,Clear,Poor,6.49,1.02,0.746,High
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Bus,36-45,Male,Trekking,0,Clear,Poor,8.68,0.42,0.734,High
Shillong,Meghalaya,Hill City,2,Low,5,Day,Cab,46+,Female,Trekking,0,Clear,Good,0.75,1.24,0.182,Low
Shillong,Meghalaya,Hill City,2,Low,4,Day,Cab,18-25,Female,Sightseeing,0,Clear,Good,1.4,1.1,0.164,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Day,Cab,46+,Male,Pilgrimage,1,Clear,Good,1.04,2.6,0.411,Medium
Nathula Pass,Sikkim,High Pass,5,High,3,Day,Cab,36-45,Male,Trekking,1,Clear,Poor,6.68,0.44,0.967,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,2,Day,Trekking,18-25,Male,Sightseeing,0,Clear,Poor,8.01,0.63,0.8,Extreme
Gangtok,Sikkim,City,1,Low,4,Night,Bus,46+,Male,Night Stay,0,Clear,Good,2.99,2.53,0.37,Medium
Imphal,Manipur,City,1,Low,2,Day,Bike,26-35,Male,Trekking,0,Clear,Good,2.45,2.42,0.332,Medium
Darjeeling,West Bengal,Hill Town,2,Low,1,Day,Bike,36-45,Male,Pilgrimage,0,Clear,Good,1.38,2.19,0.343,Medium
Majuli Island,Assam,Island,3,Medium,5,Day,Bus,46+,Female,Pilgrimage,0,Rain,Moderate,4.64,1.69,0.423,Medium
Kaziranga National Park,Assam,Wildlife,4,High,4,Day,Cab,26-35,Male,Night Stay,0,Clear,Poor,9.37,0.32,0.737,High
Aizawl,Mizoram,City,1,Low,4,Day,Cab,46+,Female,Sightseeing,0,Clear,Good,1.12,0.88,0.119,Low
Imphal,Manipur,City,1,Low,4,Day,Cab,26-35,Male,Trekking,0,Clear,Good,1.42,1.05,0.171,Low
Shillong,Meghalaya,Hill City,2,Low,1,Night,Trekking,36-45,Male,Sightseeing,0,Rain,Good,2.43,1.11,0.886,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Day,Bike,26-35,Male,Trekking,0,Rain,Good,1.02,2.93,0.446,Medium
Gangtok,Sikkim,City,1,Low,5,Day,Bus,18-25,Female,Trekking,0,Fog,Good,2.96,2.74,0.218,Low
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,18-25,Female,Sightseeing,0,Rain,Good,1.23,1.58,0.197,Low
Imphal,Manipur,City,1,Low,3,Day,Bike,18-25,Male,Pilgrimage,0,Fog,Good,2.52,1.12,0.328,Medium
Aizawl,Mizoram,City,1,Low,5,Day,Bus,36-45,Female,Pilgrimage,0,Rain,Good,1.56,0.91,0.18,Low
Imphal,Manipur,City,1,Low,4,Day,Bus,18-25,Male,Night Stay,0,Clear,Good,0.82,1.92,0.175,Low
Kohima,Nagaland,City,1,Low,5,Day,Cab,18-25,Male,Sightseeing,0,Fog,Good,2.28,0.95,0.19,Low
Kaziranga National Park,Assam,Wildlife,4,High,5,Night,Bus,46+,Male,Night Stay,1,Rain,Poor,5.77,0.71,1,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,3,Day,Cab,26-35,Male,Trekking,1,Clear,Poor,7.41,0.79,0.969,Extreme
